	review_contents	review_numbers	review_scores	review_weekdays	company_name	sentiment_compound
281	            Great place and they found me a nice clean hotel right off the exit for only 52$ including tax and charges and it was in Hartford but so nice and clean could not be happier thanks        	                2	5	Friday	priceline	positive
282	            I consistently use Priceline when travelling. I have never had a bad experience and feel I always get a great deal. I simply dont have time to use multiple sites, so I stick with the one I know and trust.        	                1	5	Friday	priceline	positive
283	"            Priceline has the best prices on great hotel rooms.  I especially like the ""Express Deals"" and ""Deals for You""  better than the ""Name Your Own Price"" option, because I have more control over guest scores of the hotels I book.  I have used Priceline to find hotel rooms all over the United States and in Europe.    I can find the hotel that best fits my needs for a particular trip without being tied to one hotel chain.        "	                1	5	Friday	priceline	positive
284	            I recommend Priceline to everyone!        	                1	5	Friday	priceline	neutral
285	            Have used Priceline before and like it.  Seems to be honest and prices are affordable.        	                1	5	Friday	priceline	positive
286	            Overall Nice Stay        	                1	4	Friday	priceline	neutral
287	            Easy to navigate        	                3	5	Friday	priceline	neutral
288	            I have been using Priceline ever since for booking my travels. It is great website. I know they are getting better but it always takes both ends for accountability. I know convenience is one of the main purpose of sites like this, but for a consumer like me, I do my part meaning exhaust all options before booking or making a decision. Because in the end, if you are already right there it will be difficult to make changes or get stressed about it. For Priceline, ensure the consumer that what are being posted by companies on your site is really trustworthy meaning what they say is really what you are getting.        	                1	4	Friday	priceline	positive
289	"            The ""Express Deal"" was only $3 less than the listed deal.  For that little in savings, I'd prefer to spend the $3 to choose the hotel most suitable for me..        "	                2	4	Friday	priceline	neutral
290	            Simple and easy hotel reservations. Website easy to maneuver. Great deals on four star hotels.        	                1	5	Friday	priceline	positive
291	            Always great deals and helpful reviews        	                3	5	Friday	priceline	positive
292	            I can always depend on Priceline customer reviews. I've noticed lately that on Pay after you qstay reservations in Europe they always refer to my booking dot come statement. Is there something I'm not aware of here Priceline?  I noticed either booking it hiteksdot com specified that they price match. Does Priceline honor that?        	                2	4	Thursday	priceline	neutral
293	            Best site in general at least for hotels. still recommend using multiple sites to get the best deals though.        	                1	4	Thursday	priceline	positive
294	            I’ve been using Priceline for x amount of years. For the most part, I get great deals and definitely the cheapest compared to other websites.        	                1	5	Thursday	priceline	positive
295	            Easy to navigate through the app and plenty of pictures to see what you’ll get before you buy.        	                2	5	Thursday	priceline	neutral
296	            Wonderful experience with no problems        	                1	5	Thursday	priceline	neutral
297	            Very friendly, welcoming staff. Clean, quiet &amp; safe hotel. Excellent view from room &amp; bar. Would stay again.        	                1	4	Thursday	priceline	positive
298	            Best option so far for easy travel and great times away from home.        	                1	5	Thursday	priceline	positive
299	            other websites are quality as well but priceline  is head and shoulders above everyone when it comes to savings, and there special deals &amp; sale pricing tools .  slow as hell loading and / or freezing up at times, it's not always the easiest to read but, no one does travel, vacations, hotels, car rentals and entertainment like Priceline.com Well Done Admiral Kirk        	                1	5	Thursday	priceline	neutral
300	            I have been using Priceline for years, and people ask me why I travel so much and I tell them because I get great deals with Priceline        	                4	5	Thursday	priceline	positive
301	            I want to share a most unpleasant experience I had with Priceline.com I had to cancel our Thanksgiving trip. When I booked the trip the advertised cancellation fee was nominal. To my utter disappointment Priceline DOES NOT stand by its advertised policies. This is the second terrible experience I have had with Priceline not honoring their refund agreements. The first time I was directed to file the insurance claim, which was so complicated that I lost the value of my whole trip. Priceline thumbs down.        	                1	1	Thursday	priceline	negative
302	            I always feel like I am getting the best deal around. Any issues I have are dealt with courtiously and promptly.        	                1	5	Thursday	priceline	positive
303	            I have used Priceline five times for recent trips. They have the cheapest hotels and flights by a long way        	                1	5	Wednesday	priceline	neutral
304	            I use service to plan most all of my trips. It's an excellent tool to start the planning process. Must admit, it does not always lead you to the lowest cost solutions so be prepared to do your homework        	                3	4	Wednesday	priceline	positive
305	            I love this hotel ! The staff is always pleasant and accommodating! The hotel is very clean and plush !        	                4	5	Wednesday	priceline	positive
306	            Very easy to use.  The only problem I had was priceless were quoted in US dollars and then when I checked out it showed British pounds        	                1	5	Wednesday	priceline	neutral
307	            If your just looking for a bed to crash in and dont need anything but that stay there. but i have paid less and got more from a hotel.        	                1	5	Wednesday	priceline	neutral
308	            Great hotel for a great price!!        	                1	5	Wednesday	priceline	positive
309	            Love them. Best price there was.        	                1	5	Wednesday	priceline	positive
310	            Great offers but...They have great offers that don't exist in other websites but the thing I didn't like is they charge me once I booked not when I check in like other websites.        	                1	4	Wednesday	priceline	neutral
311	            Awesome site..        	                2	5	Wednesday	priceline	positive
312	            very smooth experienceI used priceline during my last trips to Europethey provide great deals for car location or hotel        	                3	5	Wednesday	priceline	positive
313	            Awesome hotel        	                1	4	Wednesday	priceline	positive
314	            Priceline is awesome. With a little research you can get great deals.  But there is no way to find out about parking fees without called each hotel before you book.  This should show on Priceline.  When you add $25-30 per night parking fees to an $80 na night room that is a huge additional fee.        	                2	4	Wednesday	priceline	positive
315	            Price line makes it easy for me to save money while on the road. When I am ready for a room I just check Priceline and book one nearby at a good price. Saves me time and money.        	                3	5	Wednesday	priceline	positive
316	            I love you guys but I’m was unhappy with my last reservation because Iit was really bad experience at that hotel too much over charges in their end. I never had this problem before        	                1	5	Wednesday	priceline	negative
317	            In my opinion, Priceline is the best web reservation on the net today. I have used every web based reservation company and Priceline is by far is the best.        	                1	5	Wednesday	priceline	positive
318	            Saves me loads of money!        	                1	4	Wednesday	priceline	neutral
319	            when l booked my room l was sure that l was getting charged the price that it said. l did not know that it was in american dollars. could you please create canadian dollars of payment aswell. l was very disappointed when l found out that l had to pay so much more that hurt alot        	                2	4	Wednesday	priceline	negative
320	            Have saves lots of $ with them and they continually have best rates and outstanding customer service.        	                4	5	Wednesday	priceline	positive
321	            Priceline by far has the best deals, especially if it is last minute travel.        	                1	5	Wednesday	priceline	positive
322	            Been using Priceline.com for two months now and have been highly satisfied with the hotels.        	                1	5	Wednesday	priceline	neutral
323	            I use priceline all the time for my hotel reservations.  Most of the time, it's a win.  I don't like choosing a 4 star hotel though, usually I get more free amenities with a 2-3 star hotel.  Strange, but that's how it seems to be.        	                1	5	Wednesday	priceline	neutral
324	            This place is nice clean staff are extremely helpful and nice would stay here again        	                2	5	Wednesday	priceline	positive
325	            I use priceline for all my hotel needs. And always get a great deal        	                1	5	Wednesday	priceline	positive
326	            Never even heard of Priceline before but they came up while looking for cheap places to stay in Bunbury. Once we were on the site they definitely had the lowest prices compared to every other site we looked at! Will be using this site again!        	                1	5	Wednesday	priceline	neutral
327	            I contacted a phone number that was suppose to lead directly into the hotel. I was not looking for a third party vendor. The hotel had some issues with billing, not at the fault of Priceline, but when trying to reconcile my business trip with the charges that were on Priceline, they could not be divided evenly into the three day stay I had with the property in Ontario, CA. When I called Customer Service to explain the mix up btw them and the hotel, the agent basically said, sorry there isn't anything I can do with that. Also the phone number given to me to contact Reservation Counter was inaccurate and I had to research on my own to find a working number. Lastly, when I was making the reservation the phone attendee had such a strict accent that I could not understand him which is probably why I got screwed in the whole process.        	                2	2	Tuesday	priceline	negative
328	            I love priceline.  have used it many times to book flights and hotes.        	                1	5	Tuesday	priceline	positive
329	            Hotel is always very clean, with a awesome staff, definitely will return for another stay        	                1	5	Tuesday	priceline	positive
330	            I googled “Priceline Canada” was brought to the site that I believed to be Canadian. I booked my hotel then notice it was charged $50 more that it said when I booked it. I went back to website to find out why and saw in the bottom of the page in small writing that it is in American dollars. I called Priceline to cancel and they wouldn’t do it, saying that because it is such a great deal I’m locked in. When I got to the hotel I was told that they would have only charged $155 per night for that room when I paid $186. Not a deal at all!! Not happy with Priceline at all.  Very disappointed and disgusted with the customer service.        	                1	1	Tuesday	priceline	negative
331	            Easy to use! Great deals!        	                1	4	Tuesday	priceline	positive
332	            If it is a good hotel, there no problem. But if you do require customer service. Or request a refund or some other need, customer service is non existant. They dont care. Research you hotel and deal before booking it        	                1	4	Tuesday	priceline	negative
333	            Priceline is the best        	                1	5	Tuesday	priceline	positive
334	            I realize that Priceline is a business and has this service to allow travellers to find motels at reduced prices.  I think their prices and fees are too expensive for a couple on a very fixed income.  I know the prices and fees will curtail many of the trips we would like to take in our retired years.        	                1	4	Tuesday	priceline	positive
335	            Made my trip stress free being able to see other people like me with their reviews.        	                1	5	Tuesday	priceline	neutral
336	            Very easy to use, and saved me a lot of money.  I stayed at a better hotel for less money than some of the cut rate places.  I will be using this site again.        	                3	5	Tuesday	priceline	positive
337	            Easy to use, had open rooms on their site where the direct hotel site was saying booked out !        	                1	5	Tuesday	priceline	neutral
338	            From check in to checkout the experience was flawless. Location was great with everything at arms reach. Hotel was fully equipped with everything needed,gym,sauna,pool &amp; the whole family can enjoy anything they are interested in        	                1	5	Tuesday	priceline	positive
339	            This is a very good site to book your hotel accommodations and saves you alot of money.        	                1	5	Tuesday	priceline	neutral
340	            So far, so good. Booking.com is supposedly one of many booking agencies online that belong in a group of such businesses. Booking.com was terrible from jump. I've used Priceline a couple of times, and I'm very pleased as of now.        	                1	5	Tuesday	priceline	positive
341	            Great place to stay. All hotel staff is friendly and the room was sparkling clean. The breakfast buffet had anything you could possibly want for breakfast. Will definitely be staying at the Embassy Suites again.        	                1	5	Tuesday	priceline	positive
342	            It was quite nice quite and secluded veryadult        	                1	5	Tuesday	priceline	neutral
343	            First issue is that prices go up constantly through your search. My wife and I can do a search at the same time for the exact same search parameters and get different prices. Second issue, booked a flight, got to the Delta check-in and they tell me we can't check-in because my son will be 2 days past his 2nd Birthday. I was required to give his birthday on the priceline website, why wouldn't they warn me that this would be an issue? I called priceline to cancel the the return flight and was told that I couldn't cancel even though I had paid for a cancellation policy. The lady on the phone says oh I can't change anything. You should talk to Delta (1).I tell her I'm standing in front of a Delta rep and have spoken with them. oh ok can you talk to Delta (2). I tell her I have and that they advise cancelling the return flight. well, i can't change anything. Could you possibly talk to Delta (3)? This goes on for another 15 min to the point that Delta is starting to think this joke. Luckily the Delta manager was so shocked at how useless priceline is that she worked her magic to get us on the flight.        	                2	1	Tuesday	priceline	neutral
344	            Priceline website was very easy to navigate and they had the best deals of all the sites I checked.        	                1	5	Tuesday	priceline	positive
345	            I have enjoyed Price line expect the 2  times iCould not talk to customer service and once I did I was NOT happy!        	                1	4	Tuesday	priceline	neutral
346	            Always had great results with reservations made through Priceline.        	                1	5	Tuesday	priceline	positive
347	            Priceline has always accommodated my requests.        	                1	5	Tuesday	priceline	neutral
348	            Priceline gives you the best alternative to finding great places to stay        	                1	5	Tuesday	priceline	positive
349	            We loved it. An Italian Villa in Johannesburg!        	                1	5	Monday	priceline	positive
350	            I’ve used Priceline to book hotels and car rentals.  Love the ease of booking and that every time they have saved me money!  I highly recommend Priceline.        	                3	5	Monday	priceline	positive
351	            Over and over again, I surf the entire internet/travel search engine to find the best deal possible for hotels and flights; and end up closing my deals on Priceline! This website is always winning the game.        	                2	5	Monday	priceline	positive
352	            Made reservations an hour before arrival with no issue.  Room was ready when we arrived.  I felt that price was fair and hotel was accurately described.        	                1	5	Monday	priceline	neutral
353	            Technical error created two itineraries for same booking. After 1 hour on live chant and help line I was told they are unable to cancel the second booking. Unbelievably poor customer service!I cannot use them again after being a customer for many yearss        	                1	1	Monday	priceline	negative
354	            Always good deals. Helpful support staff. Good all around experience.        	                5	5	Monday	priceline	positive
355	            Always a good price.        	                1	5	Monday	priceline	neutral
356	            I miss the Name Your Own Price tool which seems to have been de-emphasized.        	                1	5	Monday	priceline	neutral
357	            Was a very flawless booking experience for an amazing price        	                1	5	Monday	priceline	positive
358	            Booking is very simple, you can choose hotel close to your events our outing. The customer service representatives are very friendly and quick at solving changes.        	                1	5	Monday	priceline	positive
359	            Hit or miss. You just never know what you will get. Some properties don’t match descriptions very well.        	                1	4	Monday	priceline	neutral
360	            Priceline is SO easy on the internet and if you have to call they are wonderful to speak with        	                2	5	Monday	priceline	positive
361	            They have the best prices        	                1	5	Monday	priceline	positive
362	            Have a good deals and save me a lot of money        	                1	5	Sunday	priceline	positive
363	            Home away from home!        	                2	5	Sunday	priceline	neutral
364	            Easy process from beginning to the end. I appreciated the airline updates.        	                1	5	Sunday	priceline	positive
365	            Easy website to browse and navigate        	                1	5	Sunday	priceline	neutral
366	            Great place to stay close to many restaurants train station and easy to move around nice location for anyone on business or vacation.        	                1	5	Sunday	priceline	positive
367	            Love the prices they are ALWAYS the lowest!!!        	                1	5	Sunday	priceline	positive
368	            Priceline is much more than we expected! They were very helpful with our travel experience!                                          Thank you.        	                2	5	Sunday	priceline	positive
369	            the first time around using the site it was not the best experience but I gave it another shot and I've used it several times and would recommend it to anyone it just takes the understanding of what it is you're doing and the discount are pretty awesome. And very good customer service.        	                2	5	Saturday	priceline	positive
370	            Smooth from start to finish!        	                2	3	Saturday	priceline	neutral
371	            easy and worth the time        	                2	5	Saturday	priceline	positive
372	            The rates are the lowest of all websites I've tried in the past        	                1	5	Saturday	priceline	neutral
373	            great bedsnice staff        	                3	4	Saturday	priceline	positive
374	            Excellent hotel        	                2	5	Saturday	priceline	positive
375	            Priceline takes the work out of travel, giving you more time to enjoy yourself        	                1	5	Saturday	priceline	positive
376	            Looked at flights for an early morning, non stop. There was a 6:25 and a 6:40 right next to each other. Chose the 6:40 only to get the airport and find out it was 6:40 pm not am. Who puts those 2 times next to each other? Had to change our flight which cost $50 a person. Why wouldn't you make it more confident for customers and have it in chronological order. I will never use priceline again. We were emotional while picking flights because my grandmother is in the hospital and Priceline just made it that much more difficult. When we chose the 6:25 flight first only 2 seats were available when needed 3 so 6:40 seemed the obvious choice. This site is not used friendly. I recommend either the airline itself or expedia.        	                1	1	Saturday	priceline	negative
377	            Priceline always makes it easy to find a spot that meets my needs and my budget!        	                1	5	Saturday	priceline	neutral
378	            It was great easy to use lots of hotels to choose from and great prices        	                1	5	Saturday	priceline	positive
379	            Priceline makes searching for hotels easy        	                6	5	Saturday	priceline	neutral
380	            Do I really need to review priceline? It is a reputable company that does as advertised, as far as I can tell. I haven't had any problems with them.        	                2	5	Saturday	priceline	neutral
381	            Priceline is a great resource for finding deals on hotels, flights and rental cars. I use them all the time!        	                1	5	Saturday	priceline	positive
382	            Nice but alot of foot traffic in overhead was rectified        	                1	5	Saturday	priceline	neutral
383	            Love Priceline.....so easy!        	                2	5	Saturday	priceline	positive
384	            They are the best and help you every step of they before while and after your trip        	                1	5	Saturday	priceline	positive
385	            I only use Priceline for my trip's hotel, car and flight reservations for many years, always compare to see if I can save money using other methods of online reservation but almost all the time came back to Priceline, you'll do the same.        	                1	4	Friday	priceline	neutral
386	            I use this site a lot. Very easy. Love the express deals.        	                3	5	Friday	priceline	positive
387	            Seamless and easy to use.        	                2	5	Friday	priceline	neutral
388	            Great price.  Great courteous friendly staff.        	                1	5	Friday	priceline	positive
389	            Easy to use and excellent offers.        	                6	5	Friday	priceline	positive
390	            Amazing service        	                2	5	Friday	priceline	positive
391	            The experience with Priceline has been phenomenal. The availability and the price notifications for each available Hotel makes each trip and experience which is enjoyable because there are times when you're there for pleasure and want that little extra comfort and accessibility. Other times all it is is a room to sleep so you can get up and do the work you need to in the morning and yeah that is available when you sign up you know what you're doing and where you're going        	                1	5	Friday	priceline	positive
392	            Best rates for hotels in town. Quick and easy booking. I love it.        	                1	5	Friday	priceline	positive
393	"            Their ""detailed"" explanation of the properties are very misleading and will fool you. One of them said that they had breakfast buffet for a fee, if you read it among a big paragraph, it will confuse you and make you think that the breakfast buffet is for free, not for a fee. Customer Service was non existent and cold. they didn't care and did nothing to help the situation nor tried to resolve it. They didn't cancel the reservation nor comped the breakfast. Their attitude was even worst.Will NOT use them ever again!        "	                2	1	Friday	priceline	negative
394	            It is by far the best..I think no...no yes it's ..no wait..... absolutely for sure ..yes it's my final answer...THE BEST        	                1	5	Friday	priceline	positive
395	            Great price and everything went smoothly.        	                1	5	Friday	priceline	positive
396	            As long as we book a place before midnight we always find a great place at a great price.        	                1	5	Friday	priceline	positive
397	            This is the bad part.        	                1	5	Friday	priceline	negative
398	            hotel went good but rental car didn't        	                1	3	Thursday	priceline	neutral
399	            I always save money by using Priceline. Customer service is great. I rarely find another site that gives me a better price.        	                1	5	Thursday	priceline	positive
400	            Best rates on the market.        	                2	5	Thursday	priceline	positive
401	            Keep up the great job        	                1	5	Thursday	priceline	positive
402	            I’d rather use Gateway Travel in Farmington Hills, Michigan  but when they aren’t available I use Priceline!        	                2	5	Thursday	priceline	neutral
403	            Convenient app but use app at your own risk. 2 1/2 stars to me, is different than 2 1/2 stars, to Priceline, they say comparable to name brand but the properties they put you in are mostly dumps        	                1	4	Thursday	priceline	negative
404	            I travel a lot and search several well-known sites for the best deals. Priceline has always delivered the best. I never find anything better so Priceline is my preferred site for flights and hotels.        	                1	5	Thursday	priceline	positive
405	            It was great I loved it I can't wait to go again        	                1	5	Thursday	priceline	positive
406	            Smaller than it looks in pics        	                3	2	Thursday	priceline	neutral
407	            Priceline did exactly what it said and offered easily the best price for the hotel with a straightforward booking system. Will def use again        	                1	5	Thursday	priceline	positive
408	            Priceline makes traveling fun because you can choose the star level of the hotel but you don't know where you're staying until after you pay for the room! I love the suspense and have had great success using this feature!        	                1	5	Thursday	priceline	positive
409	            Quick fast easy LOW PRICES LOVE IT !        	                1	5	Thursday	priceline	positive
410	            This property is presented as a luxury resort hotel with many amenities. It in fact is a lame attempt to sell timeshares there. We stayed in a strip type motel room with curbside parking and entrance nuch like a Motel 6 or the like. The site wide wifi as advertised runs at 2megs and they charge by the day to struggle with it. It is too slow to run most apps and will not stream any video. It does have an indoor and outdoor pool as listed. There's no mention of them being far removed from the rooms in its own area. I could go on with a horrible getaway for a long weekend compliments of a misleading property listed on Priceline. I deserve a refund.        	                2	2	Wednesday	priceline	negative
411	            Priceline is a very quick and easy platform to use. I was pleasantly surprised by how smooth the process was and will be using them again. I frequent hotels as I love reviewing them so it looks like booking.com may have lost a loyal customer.        	                1	5	Wednesday	priceline	positive
412	            The secret hotel deals have been on point concerning what is offered.  Pricing is competitive.  I never have issues when using this company.        	                1	5	Wednesday	priceline	neutral
413	            Super easy experience on my latest hotel. Also had the best price by far.  Will use again in the future.        	                1	5	Wednesday	priceline	positive
414	            Been using them for years. They have always done good by me and my family.        	                1	5	Wednesday	priceline	neutral
415	            Horrible flight back from Frontier airlines. Plus very very uncomfortable.        	                2	3	Wednesday	priceline	negative
416	            Loved this hotel. Location, location, location.  It puts you in the heart of holllywood in walking distance to any of the hot tourists attractions you want to see.  The hotel is very clean and upscale.  I would highly recommend it and will stay there again when I am in Hollywood.        	                1	5	Wednesday	priceline	positive
417	            By far the best        	                1	5	Wednesday	priceline	positive
418	            Great Customer Service .The hotel was very nice and clean. It was In a good location.        	                1	5	Wednesday	priceline	positive
419	            Marcelle (front desk) and Teresa (room service) are the epitome of exceptional customer service. They went above and beyond to take care of us. They truly made our 1st anniversary memorable.        	                1	5	Wednesday	priceline	positive
420	            Always find great deals!        	                1	5	Wednesday	priceline	positive
421	            Better reviews, less hassle!        	                1	5	Wednesday	priceline	neutral
422	            Priceline has consistently offered lower prices &amp; I  I like the website.. Reviews are pretty good &amp; reliable for the most part, although I would like to see Priceline include the age  of the persons providing reviews. Different age groups have very different needs, ideas and expectations of rooms, comfort, entertainment, etc.        	                2	4	Wednesday	priceline	positive
423	            The overall experience was just okay. I enjoyed hopping on a shuttle and taking it back to the hotel for $6/ day. The shuttle to and from the hotel to Disneyland was never on time and the bathrooms could have been more kept up and cleaner. The staff was pretty nice and accommodating. No problems checking in or checking out.        	                1	3	Wednesday	priceline	positive
424	            It is quick, easy and price is also reasonable!!        	                3	5	Wednesday	priceline	positive
425	            Priceline gives you the best prices and it’s the easiest way to book a hotel. I love Priceline. It’s the best!        	                1	5	Wednesday	priceline	positive
426	            Great website and good prices        	                1	5	Wednesday	priceline	positive
427	            Great service        	                1	5	Wednesday	priceline	positive
428	            Easy to use and got me the best price.        	                1	5	Wednesday	priceline	positive
429	            I loved this hotel. It is so clean and its location was perfect. I felt safe and secure. I totally would book it again in the near future and highly recommend for everyone that is visiting the Minneapolis area.        	                1	5	Wednesday	priceline	positive
430	            Very helpful for travelers        	                2	5	Wednesday	priceline	neutral
431	            We arrived late at night and really only needed a place to sleep. Had we been staying longer we would have had them switch rooms so we had a place to hang towels or had someone come in and fix the towel bar.  The location was excellent. TV was nice but no guide for channels. They didn’t have a sign for do not disturb. Kitchenette was very nice and fridge was large. Bed was comfortable but there was no extra blanket. Heat and air worked very well. Overall very nice for the price.        	                1	4	Wednesday	priceline	positive
432	            Always ... good experiences with Priceline!        	                1	5	Wednesday	priceline	neutral
433	            Great choice, service was great. Room,was fantastic        	                1	5	Wednesday	priceline	positive
434	            Discounts are not great.        	                2	3	Wednesday	priceline	negative
435	            Great value for short notice stays        	                1	5	Tuesday	priceline	positive
436	            I have always had very good luck using Priceline        	                2	5	Tuesday	priceline	positive
437	            Would use again. Found a nice hotel for a great price.        	                1	5	Tuesday	priceline	positive
438	            Best price on the internet! Simple and easy to use.        	                1	5	Tuesday	priceline	positive
439	            great hotels at cheap rates!        	                5	5	Tuesday	priceline	positive
440	            Easy to use. Very fast and accurate        	                1	5	Tuesday	priceline	neutral
441	            Priceline gives great prices !        	                2	5	Tuesday	priceline	positive
442	            AMAZING HOTEL        	                1	5	Tuesday	priceline	positive
443	            Priceline is the best online booking agency available        	                2	5	Tuesday	priceline	positive
444	            I booked a hotel on friday the 9th for the saturday night I checked all the other sites they all eneded up being the same. so i booked it with priceline I get there that night and I happend to look and its 68. bucks now . when i booked it it was119.00 i asked the clek at the hotel , she said i haft to talk to price line . so  Today I chatted and they gave me a story of that s what you get to secure that price.. I will never use that company again . what a scam . your locked in so you can change anything I am going to stick with the hotels directly and use my aaa at least they can do somehthing        	                1	1	Tuesday	priceline	neutral
445	            Best and secure hotel        	                1	5	Tuesday	priceline	positive
446	            I always use  Priceline when booking any trips or rentals.        	                1	5	Tuesday	priceline	neutral
447	            The site is good but my name and hometown was not correct.  It would not let me correct it.        	                2	5	Tuesday	priceline	neutral
448	            Priceline was easy, simple and had good prices! I'll definitely use them again when we plan our next trip!        	                3	5	Tuesday	priceline	positive
449	            No problems. Odd to have exercise room and guest laundry in same room. Door cards worked poorly, what's wrong with real metal keys?        	                1	4	Tuesday	priceline	negative
450	            Great deals to be had.        	                1	5	Tuesday	priceline	positive
451	            Easy to use. Had no issues with booking. All info that was needed was provided        	                1	5	Tuesday	priceline	neutral
452	            Great reduced hotel prices can be found on Priceline's site.        	                4	5	Tuesday	priceline	positive
453	            I love Priceline . They have saved me tons of money over the years without sacrificing quality.        	                5	5	Tuesday	priceline	positive
454	            I love the Priceline EXPRESS deals.  You pick the stars NOT the hotel but you get what you want in the area you want before hand.        	                1	5	Tuesday	priceline	positive
455	            Really nice hotel for the price! Cute courtyard and large free breakfast. Pretty satisfied with my stay!        	                18	5	Tuesday	priceline	positive
456	            We love using Priceline! Very convenient and easy to use!        	                1	5	Tuesday	priceline	positive
457	            Always simple &amp; easy service!!        	                2	5	Tuesday	priceline	positive
458	            The price, the accommodations, everything was great and no problems!And the hotel honored the price we were quoted from the beginning when we decided at the last minute to say an extra night.        	                1	5	Tuesday	priceline	positive
459	            Site was easy to use. Express deals are great and I have always had good luck when choosing a blind hotel. They are always as described. Trust Priceline for my travel needs.        	                1	5	Tuesday	priceline	positive
460	            The staff was amazing,the manager Shanice she's very wonderful and the rooms are very tidy and clean.        	                1	5	Monday	priceline	positive
461	            We have never been unsatisfied with our purchases on Priceline.        	                1	5	Monday	priceline	neutral
462	            No hesitations in using again        	                1	5	Monday	priceline	negative
463	            Saving alot of money        	                2	4	Monday	priceline	neutral
464	            Good site with good deals just wish some info was update        	                1	4	Monday	priceline	positive
465	            It was amazing        	                1	5	Monday	priceline	positive
466	            I've been using Priceline for a number of years and expect more business and family travel both to be smooth as it has in the past.        	                1	5	Monday	priceline	neutral
467	            Excellent – no reservations, I would recommend this company to anyone        	                2	5	Monday	priceline	positive
468	            Needed a hotel for great price by the airport. Less than 2 minutes got a room and booked hotel. Wonderful service, will use again.        	                1	5	Monday	priceline	positive
469	"            Awful. Unhelpful support, blames the customer fully. Was told that ""everyone in Priceline would have the same opinion, so I could not get anywhere"".        "	                1	1	Monday	priceline	neutral
470	            Excellent! Fast, convenient and always a great deal!        	                1	5	Monday	priceline	positive
471	            Best hotel app        	                1	5	Monday	priceline	positive
472	            Priceline offered very nice hotels at great prices. All arrangements were taken care of for us. Check in went smoothly. We are very pleased and we will use your services again in the future.        	                4	5	Monday	priceline	positive
473	            So easy to use and reservations are easy to find afterwards. Have already booked 3 hotels and 2 airline tickets and plan to use this for all future travel.        	                1	5	Monday	priceline	positive
474	            The hotel was really nice for the price! I was very satisfied.        	                1	5	Monday	priceline	positive
475	            Great deals. Nobody's better than priceline        	                2	5	Sunday	priceline	positive
476	            Be careful hotel does not double bill you.        	                1	4	Sunday	priceline	neutral
477	            Priceline is a very helpful very good service I recommend it to anybody        	                1	5	Sunday	priceline	positive
478	            Love the location        	                2	4	Sunday	priceline	positive
479	            Excellent. Notify you for any change in your trip. Fast and easy.        	                1	5	Sunday	priceline	positive
480	            I use Priceline all the time, as I transport cars n boats for people        	                1	5	Sunday	priceline	neutral
481	            Priceline is simply the best out there. They help you out if something goes wrong and they don't ever take advantage of you. Hands down my favorite.        	                1	5	Sunday	priceline	positive
482	            I am so happy with my experience with Priceline. Over the years I booked roundtrip flights to Toronto on AirCanada with hotel included and was never disappointed! The price was great and we never experienced any problems. This last trip we took to Italy was amazing! At first I was a little nervous about it because it involved connecting flights but it went smoothly. The cost was so reasonable and the flights were perfect! We flew Aer Lingus to Dublin with a short layover and then to Rome. On the return flight we flew British Airways with a layover in London. Our flights were on time and great! I cannot say enough good things about Priceline! Love it!        	                1	5	Sunday	priceline	positive
483	            Read all details, but site does offer some excellent deals if you can wait till a couple hours before you need a room and are willing to research the likely pick or take a risk        	                1	5	Sunday	priceline	positive
484	            Great i dont know what iw        	                1	5	Sunday	priceline	positive
485	            Always find great deals.  Just dont always trust the star ratings of hotels.  On average I would take it down one star as a more accurate rating on a hotel before buying.  The site is fast, an ease to check in once you've made your reservation.        	                1	4	Sunday	priceline	positive
486	            I got a great price for a great hotel.Also enjoyed the best breakfast and best coffee.        	                4	5	Sunday	priceline	positive
487	            Great deals and great hotels        	                1	5	Sunday	priceline	positive
488	            What a great deal we got! The cost of the hotel was less than paying for the shuttle and parking for the airport.        	                1	5	Sunday	priceline	positive
489	            Great, seeing reviews online make me struggled after payment for my hotel booking ..but everything was fine n great value for my booking. Tks, priceline.. Will book from priceline in future without any worries n in great price.. Thumbs up..        	                1	5	Sunday	priceline	positive
490	            Priceline is the best app and I use them for my travel needs. The customer service is professional and if you have an issue they will fix it. Whether it’s with hotels or anything else, it will be fixed. Money is not Priceline first priority because they care about their customers and the staff goes above and beyond for me. Thank you!        	                1	5	Sunday	priceline	positive
491	            Just be sure to check the location of the listings!!!   They add hotels in the surrounding towns to your search results !        	                1	5	Saturday	priceline	positive
492	            Very helpful and easy to use.        	                1	5	Saturday	priceline	positive
493	            liked being able to select a small location - quadrant        	                1	5	Saturday	priceline	neutral
494	            Looking to save Money, I've used Priceline for years including when I couldn't find hotels through my Corporate Concierge Service at the approved Corporate Rate, I pull up Priceline, find something much cheaper at the same Star Rating or better. Saved Money for the Company, more importantly I was able to locate something much closer to my next morning destination and cut my LA traffic commute to nothing. I recommend Priceline for anyone with that needs resolutions for accommodations in a timely manner. Sometimes it's rough paying before you know what your getting though the savings has well been worth it for my personal expenses.   Thank you priceline!!!        	                1	5	Saturday	priceline	positive
495	            Got the room i needed for the nights i needed very clean n comfortable.        	                1	4	Saturday	priceline	positive
496	            Excellent experience and a wonderful deal on our package vacation to Hawaii.        	                2	5	Saturday	priceline	positive
497	            Got a great deal on a room, had no issues throughout the process of booking and paying.        	                3	5	Saturday	priceline	neutral
